Code;Territoire;0-4 ans femmes;0-4 ans hommes;5-9 ans femmes;5-9 ans hommes;10-14 ans femmes;10-14 ans hommes;15-19 ans femmes;15-19 ans hommes;20-24 ans femmes;20-24 ans hommes;25-29 ans femmes;25-29 ans hommes;30-34 ans femmes;30-34 ans hommes;35-39 ans femmes;35-39 ans hommes;40-44 ans femmes;40-44 ans hommes;45-49 ans femmes;45-49 ans hommes;50-54 ans femmes;50-54 ans hommes;55-59 ans femmes;55-59 ans hommes;60-64 ans femmes;60-64 ans hommes;65-69 ans femmes;65-69 ans hommes;70-74 ans femmes;70-74 ans hommes;75-79 ans femmes;75-79 ans hommes;80-84 ans femmes;80-84 ans hommes;85-89 ans femmes;85-89 ans hommes;90-94 ans femmes;90-94 ans hommes;95+ ans femmes;95+ ans hommes
21015A421;PALAIS (RUE DE);5;5;4;4;3;3;3;3;5;4;5;6;5;5;4;5;0;4;3;4;2;3;1;2;2;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0
21015A40-;BRABANT (RUE DE);4;5;4;4;3;3;3;4;3;3;4;4;4;4;3;4;3;5;3;4;3;3;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21015A43-;GARE DU NORD;5;6;4;5;2;4;3;3;3;3;5;5;5;5;4;5;0;5;3;4;2;4;1;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21015A44-;REINE (AVENUE);4;4;4;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;3;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
21015A41-;VANDERLINDEN (RUE);5;5;5;4;3;3;3;4;4;4;4;4;4;5;4;5;3;4;3;4;3;4;2;2;2;2;1;2;1;1;1;1;0;1;0;0;0;0;0;0
21015A612;BRICHAUT (RUE DE);4;5;5;4;3;3;3;3;4;3;4;4;5;5;4;5;3;4;3;3;2;3;3;2;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0;0
21015A45-;STEPHENSON (PLACE);4;4;4;4;4;4;5;2;4;4;4;4;4;4;4;4;0;4;2;3;3;3;3;3;2;2;1;1;1;1;1;1;0;1;0;0;0;0;0;0
21015A00-;COLIGNON (PLACE);4;5;4;4;3;4;3;3;3;3;4;3;4;4;4;4;3;4;3;4;2;3;2;2;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0
21015A01-;VAN YSENDYCK (RUE);4;5;5;6;4;3;2;3;3;3;6;4;4;4;4;4;0;3;4;5;2;2;3;2;1;2;1;2;1;2;1;1;0;1;0;0;0;0;0;0
21015A24-;WAELHEM (RUE);5;5;4;5;3;3;3;3;3;2;5;4;4;4;4;4;4;4;3;3;2;3;2;3;2;2;1;1;1;1;1;1;1;0;1;0;0;0;0;0
21015A13-;PORTAELS (RUE);5;5;4;5;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;3;3;3;2;2;1;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21015A22-;MARBOTIN A. (RUE);3;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;3;4;4;3;3;2;3;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0
21015A272;HOPITAL P. BRIEN;3;4;2;2;1;1;2;1;1;2;9;5;5;5;4;6;0;3;2;2;2;2;1;2;2;2;2;1;1;1;3;2;4;2;3;2;4;1;2;0
21015A231;J. BLOCKX (RUE);5;5;3;4;3;2;2;2;3;3;5;4;5;5;5;6;0;4;3;4;2;3;3;3;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0
21015A20-;HELMET;5;5;4;4;3;4;3;3;3;4;4;4;5;4;4;4;4;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;0;0;0;0;0
21015A21-;GUIDO GEZELLE (RUE);4;4;4;5;5;5;3;4;3;3;3;3;3;3;4;3;3;4;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0
21016A901;CENTRE-OUEST;2;3;3;3;3;3;3;2;3;3;3;3;3;3;4;3;0;3;4;3;4;3;3;3;4;2;3;2;3;2;2;2;2;1;2;1;1;0;0;0
21016A81-;BASCULE;3;2;2;2;2;2;2;2;3;3;5;6;5;4;4;3;4;4;4;4;3;3;3;3;3;2;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21016A82-;CHURCHILL;2;2;2;2;2;2;2;2;3;3;4;4;3;3;3;3;4;3;4;3;3;3;3;3;3;2;3;2;4;2;3;2;3;1;2;1;1;1;0;0
21016A232;BEAU SEJOUR;2;3;3;3;3;3;2;3;3;3;4;4;3;3;4;4;0;4;4;4;4;3;3;2;3;3;3;2;3;2;1;1;1;1;1;0;0;0;0;0
21016A831;LONGCHAMP;2;2;3;2;3;3;3;3;3;3;4;3;3;2;4;3;4;3;4;3;3;3;3;3;3;3;3;2;3;2;2;2;2;1;2;1;1;1;0;0
21016A111;VERT CHASSEUR;2;3;2;3;3;4;3;3;3;4;2;3;3;2;3;2;0;4;4;2;4;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;0;0;0
21016A841;ZEECRABBE;2;1;2;2;3;5;3;2;4;2;2;2;2;1;3;3;0;4;6;5;3;6;4;4;2;2;4;3;3;2;1;2;2;1;0;1;0;0;0;0
21016A85-;BRUGMANN;2;1;2;2;1;1;1;1;2;1;4;3;3;3;3;3;0;3;3;3;3;2;4;3;4;3;4;4;4;3;4;3;5;3;4;2;2;1;1;0
21016A042;ECHEVINAGE;2;2;3;3;5;3;5;2;3;4;3;2;3;2;2;2;0;2;5;3;4;5;3;4;4;2;2;2;3;2;1;1;2;2;2;1;0;0;0;0
21016A03-;COGHEN;3;3;3;3;3;3;3;3;3;2;4;3;3;3;4;3;4;4;4;3;4;3;4;3;3;2;3;2;2;2;2;1;1;1;1;0;1;0;0;0
21016A02-;ALSEMBERG-NORD;3;3;3;3;2;2;2;2;3;4;5;5;5;5;4;5;4;5;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;0;1;0;1;0;0;0
21016A922;WOLVENBERG;3;4;3;3;2;2;2;2;4;4;4;4;5;4;4;3;0;4;3;3;3;3;3;3;2;2;3;2;2;1;2;1;2;1;1;1;1;0;0;0
21016A912;GLOBE-OUEST;3;4;3;3;3;3;2;2;4;3;5;4;3;4;4;3;0;4;4;4;4;3;4;2;3;2;2;1;2;1;1;1;1;1;1;0;0;0;0;0
21016A933;VOSSEGAT-OUEST;3;3;2;3;3;3;3;2;2;3;4;3;3;2;4;3;3;3;3;3;3;3;4;3;3;2;4;3;4;2;2;2;2;1;2;1;1;0;0;0
21016A731;ROETAERT;4;4;5;3;3;2;2;2;4;2;4;3;4;4;2;2;0;4;3;4;4;3;2;4;2;4;2;2;3;2;0;1;2;0;1;1;0;0;0;0
21016A701;MERLO;3;3;3;3;3;3;2;3;3;3;4;3;4;3;4;4;3;3;3;3;4;4;3;3;4;2;3;3;2;2;2;1;2;1;1;1;0;0;0;0
21016A772;ZWARTEBEEK;5;4;5;5;4;2;2;2;4;3;4;5;5;4;4;2;0;3;2;5;3;2;4;3;3;1;1;2;1;1;1;0;1;1;0;0;0;0;0;0
21016A72-;MELKRIEK;2;1;3;3;6;4;4;5;4;4;2;3;2;2;2;2;0;2;2;2;4;2;4;3;4;3;4;3;3;2;3;2;3;1;1;1;0;0;0;0
21016A71-;KEIENBEMPT;2;3;3;2;3;2;3;2;3;3;3;2;3;2;4;2;0;3;4;3;3;4;3;2;4;3;2;2;2;1;2;1;3;1;3;1;3;1;2;0
21016A13-;OBSERVATOIRE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21016A383;FORET DE SOIGNES LORRAINE-W.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21016A954;VOSSEGAT-EST;2;4;1;2;2;1;2;1;2;3;5;4;4;5;4;3;0;3;4;1;3;3;4;2;2;2;2;3;4;2;4;1;2;2;3;1;1;0;1;0
21016A331;CHAUSSEE DE WATERLOO-OUEST;1;2;2;3;1;1;1;1;3;2;3;4;4;3;3;3;0;3;1;2;3;3;3;1;3;2;1;2;2;0;1;0;2;1;7;1;9;4;4;1
21016A80-;VANDERKINDERE;3;3;2;2;2;3;3;2;3;2;4;4;5;4;4;3;4;3;4;4;4;3;4;2;3;2;3;2;2;1;1;2;2;1;1;1;1;0;1;0
21016A225;PTOLEMEE;1;2;2;2;3;1;1;2;2;2;3;3;3;3;3;1;0;4;3;3;2;3;5;4;3;2;5;1;5;5;5;2;3;2;4;3;1;1;0;0
21016A64-;MOLENSTEEN;4;3;3;4;3;3;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;3;3;3;3;2;3;2;2;1;2;1;1;1;1;0;0;0
21016A05-;LE CHAT;3;3;3;3;2;2;2;2;3;3;5;4;5;5;5;4;4;4;4;4;3;3;3;3;3;2;2;2;2;1;2;1;1;1;1;0;1;0;0;0
21016A39-;FORET DE SOIGNES LORRAINE-EST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21016A692;CIMETIERE - ST.-GILLES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21016A533;MOENSBERG;3;3;3;2;3;2;4;3;3;3;3;2;3;2;3;4;0;3;2;2;4;3;5;4;4;4;4;3;2;2;1;1;2;1;2;1;0;0;0;0
21016A943;SEPT-BONNIERS;3;4;3;2;1;3;2;2;3;3;4;4;6;4;5;3;0;4;4;3;4;4;4;2;3;2;2;2;2;1;2;0;1;0;1;1;1;0;0;0
21016A65-;ALSEMBERG-SUD;3;4;4;4;3;3;3;2;3;3;3;2;5;4;5;4;0;4;4;3;3;4;3;4;3;3;2;2;1;1;1;1;1;1;1;0;0;0;0;0
21016A601;BOURDON;2;3;3;4;3;3;4;3;4;4;3;4;2;3;4;3;0;3;4;4;3;4;4;2;2;2;2;2;1;1;1;1;1;1;2;1;1;0;1;0
21016A620;KRIEKENPUT;2;2;3;3;2;4;4;4;3;3;3;3;2;2;3;3;0;3;5;3;4;4;5;4;3;3;4;3;3;2;2;1;1;1;1;1;0;0;0;0
21016A01-;DIEWEG;2;3;4;3;4;4;3;4;2;3;2;3;2;2;3;3;4;3;4;3;4;3;4;3;3;3;2;2;2;2;2;1;2;1;2;1;2;0;0;0
21016A00-;GLOBE-EST;3;2;3;3;3;3;3;3;3;3;4;4;4;3;4;4;4;4;4;4;3;3;3;2;2;2;3;2;3;2;2;1;1;1;1;1;0;0;0;0
21016A193;WOLVENDAEL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21016A102;GROESELENBERG;2;2;3;3;4;4;4;3;3;3;2;2;2;2;3;2;0;3;4;4;5;3;3;3;3;2;2;3;3;2;2;1;2;1;2;1;1;0;1;0
21016A12-;HAMOIR;2;2;3;2;3;3;3;3;3;2;3;2;2;2;2;2;4;2;4;3;4;4;3;3;3;3;3;2;3;3;2;2;3;1;3;2;2;1;1;0
21016A44-;PECHERIE;2;2;4;4;3;4;3;3;3;2;3;2;3;2;4;3;4;4;4;4;4;3;3;3;3;3;3;2;3;2;2;1;2;1;1;1;0;0;0;0
21016A214;ASTRONOMES;3;1;2;3;2;4;3;3;5;3;5;3;4;4;4;6;0;3;4;4;4;2;2;2;4;2;2;1;2;2;2;2;2;1;1;0;0;0;0;0
21016A322;CHAUSSEE DE WATERLOO-EST;2;2;3;2;3;2;2;2;3;4;5;4;4;4;3;3;0;3;4;3;4;4;4;3;3;3;3;2;3;3;2;2;2;1;1;1;1;1;0;0
21016A400;SAINT-JOB;3;3;3;3;3;3;3;3;3;3;4;4;3;3;4;4;4;3;4;4;4;3;3;3;3;3;2;2;2;2;1;1;1;1;1;1;0;0;0;0
21016A429;CARLOO;3;2;2;3;3;4;2;4;3;4;3;3;3;2;4;3;0;3;3;3;4;3;4;4;3;3;2;2;3;2;2;1;2;1;0;0;0;0;0;0
21016A410;ALPHONSE XIII;2;3;3;4;2;3;3;3;1;2;2;3;3;2;4;4;0;2;4;4;4;4;2;2;3;2;3;2;3;2;4;3;3;2;3;1;1;0;0;0
21016A490;KAUWBERG;1;1;3;2;4;3;3;5;4;4;2;2;3;2;3;3;0;2;7;5;5;3;2;4;3;3;4;2;3;3;3;1;2;1;1;1;0;0;0;0
21016A639;HOMBORCH;2;2;3;4;4;4;5;5;4;4;2;3;2;1;3;1;3;2;4;2;5;3;5;2;4;3;3;2;2;1;2;1;2;1;1;0;1;0;0;0
21016A610;ENGELAND;3;3;4;4;3;3;4;3;2;3;1;2;1;3;4;3;0;3;4;2;4;2;4;3;5;4;4;2;3;4;1;2;2;0;1;0;0;0;0;0
21016A521;VERREWINKEL;2;1;3;3;4;3;5;5;3;5;2;3;2;2;2;2;0;2;5;3;5;4;3;4;4;3;3;3;2;2;1;1;2;1;0;1;1;0;0;0
21016A342;FOND;2;2;3;3;3;3;3;3;3;4;2;2;2;2;3;2;3;2;4;3;4;4;3;3;3;3;4;4;3;3;2;3;2;1;1;1;0;0;0;0
21016A311;FORT JACO;1;2;3;3;5;4;3;5;3;3;2;2;2;1;3;2;0;3;5;3;5;4;4;3;3;2;3;3;2;2;2;2;2;1;1;1;1;0;0;0
21017A512;VANDER ELST - BIEN FAIRE;4;3;2;2;3;3;3;3;3;3;3;4;4;3;3;3;0;4;3;3;4;4;3;4;3;2;3;2;3;2;1;2;1;0;0;1;1;0;0;0
21017A541;LOUTRIER - WIENER;2;2;2;2;2;2;2;2;2;3;3;3;2;4;3;3;0;2;2;3;3;2;3;2;4;3;2;3;2;2;3;1;4;1;5;1;4;1;2;0
21017A192;STADE DES TROIS TILLEULS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A635;PRINCES BRABANCONS;4;1;3;6;5;4;5;4;3;3;1;2;2;2;3;1;0;3;5;5;3;3;4;3;2;2;1;2;2;1;2;2;2;1;1;1;1;0;0;0
21017A11-;FLOREAL;3;2;4;4;4;3;3;4;3;2;2;2;3;2;3;2;0;2;4;3;4;3;4;3;4;2;3;3;3;2;2;1;2;1;1;0;1;0;0;0
21017A240;SOUVERAIN-OUEST;2;3;3;3;2;4;4;5;3;4;4;3;2;3;3;2;0;2;5;4;5;4;4;4;2;2;3;2;3;2;2;1;1;1;1;0;0;0;0;0
21017A230;BEGUINETTES;2;3;3;3;2;3;3;3;3;4;3;3;2;2;3;3;0;3;4;3;5;3;3;5;5;3;3;3;2;2;2;1;1;1;1;1;0;0;0;0
21017A220;LE LOGIS-SUD;2;3;3;3;3;4;3;6;4;3;4;3;1;1;3;2;0;2;4;2;6;3;5;3;3;2;3;3;3;2;3;2;1;0;2;0;0;1;0;0
21017A443;VILLE-ET-FORET - ELAN;2;2;5;3;4;5;3;3;3;3;2;2;2;2;3;1;0;3;4;3;4;3;4;4;6;3;5;3;3;2;3;1;1;1;2;1;0;0;0;0
21017A41-;AVENUE DE VISE;3;2;3;2;2;3;2;3;4;3;5;5;4;4;4;4;0;4;3;4;4;3;4;3;3;2;3;2;2;2;2;1;1;1;1;0;0;0;0;0
21017A523;MARTIN-PECHEUR;3;2;2;2;2;2;1;2;2;2;3;3;3;4;3;3;0;2;4;3;3;3;3;3;3;2;4;2;4;3;4;2;4;2;3;2;1;1;0;0
21017A613;AVENUE DE TERCOIGNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A696;HERONNIERE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A624;PECHERIES;2;2;2;3;1;2;1;2;2;3;3;3;4;4;3;4;0;4;3;3;3;4;3;3;5;3;4;3;3;3;3;2;3;1;2;1;1;1;0;0
21017A534;RUE DES BEGONIAS;3;4;2;3;3;3;3;1;2;1;3;3;3;3;2;3;0;3;4;3;3;2;2;3;5;3;3;3;4;3;3;1;3;3;1;1;0;0;0;0
21017A501;CENTRE DE WATERMAEL;3;3;2;2;3;3;2;5;3;2;6;5;4;6;3;5;0;3;5;3;4;2;3;3;2;4;3;3;2;1;0;1;1;1;0;0;0;0;0;0
21017A421;WATERMAEL - STATION;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A432;DRIES;3;3;3;3;4;3;4;3;3;4;3;4;3;3;3;3;0;4;5;3;3;4;3;3;3;3;2;2;2;2;1;1;1;0;1;0;0;0;0;0
21017A021;DREVE DES EQUIPAGES;1;1;1;2;4;3;5;3;3;4;2;3;1;2;2;1;0;3;4;2;6;5;3;3;3;2;3;3;4;3;2;2;3;1;2;1;0;1;0;0
21017A01-;COIN DU BALAI;3;3;3;3;4;4;3;3;2;3;3;2;2;2;5;3;0;3;4;5;4;3;4;4;4;3;3;3;2;1;2;1;1;1;1;0;0;0;0;0
21017A12-;LE LOGIS-NORD;2;2;3;3;4;4;4;5;3;4;2;2;2;2;2;2;3;2;4;3;5;3;4;3;4;3;3;2;3;2;3;2;2;1;1;1;1;0;0;0
21017A08-;SOUVERAIN-EST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A13-;BOULEAUX;2;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;0;3;3;3;4;3;4;3;4;3;2;3;2;3;2;1;1;1;1;1;1;0;0;0
21017A212;AVENUE DE LA TENDERIE;2;2;2;2;3;4;3;4;3;2;3;2;3;3;3;3;0;3;4;4;3;3;3;3;3;3;4;2;4;3;2;2;2;1;1;1;1;1;0;0
21017A000;CENTRE DE BOITSFORT;3;3;3;3;3;3;3;3;3;3;5;5;5;4;4;3;0;3;4;4;4;3;4;3;3;2;2;2;2;1;1;1;1;1;0;0;0;0;0;0
21017A09-;FORET DE SOIGNES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A451;FUTAIE;3;3;3;3;3;4;4;3;3;3;3;3;4;4;2;2;0;3;4;3;4;4;3;3;3;2;2;3;2;2;2;1;1;1;2;1;1;0;1;0
21017A472;ZONING DE BUREAUX-NORD;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A374;ZONING DE BUREAUX-SUD;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;3;4;6;6;9;9;11;5;8;6;4;6;3;9;1;1;0
21017A041;DREVE DU DUC;2;3;3;4;3;4;4;3;3;3;3;3;3;3;4;3;0;3;4;4;5;3;3;3;2;2;2;1;3;2;2;1;1;0;1;0;0;1;0;0
21017A031;AVENUE DELLEUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A312;CLOS DES CHENES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A323;DREVE DES TUMULI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A393;ETANGS DE BOITSFORT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21017A382;FORESTERIE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21018A20-;GEORGES HENRI (AVENUE);3;3;3;3;3;2;2;2;3;3;6;5;5;5;5;4;4;4;4;3;3;3;3;3;2;1;2;2;1;1;1;1;1;0;1;0;0;0;0;0
21018A72-;ROGATIONS;2;2;2;3;3;2;2;4;5;6;6;6;4;4;4;3;4;4;3;2;3;3;3;3;3;2;2;1;2;1;1;1;1;0;1;0;0;0;0;0
21018A21-;DE BROQUEVILLE (AVENUE)-NORD;3;2;3;3;2;3;2;2;3;2;5;5;4;3;4;4;4;4;4;3;3;2;3;3;2;2;2;2;3;2;2;1;2;1;2;1;1;0;1;0
21018A35-;HOF TEN BERG-NORD;2;2;4;5;5;5;3;5;4;5;3;2;2;1;3;2;0;2;5;3;6;2;4;2;3;2;2;2;2;1;2;1;1;1;1;1;0;0;0;0
21018A34-;HOF TEN BERG-SUD;3;3;4;4;3;3;4;3;2;2;3;3;3;2;3;4;0;4;3;4;4;4;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;0;0;0
21018A32-;CLOS DES PEUPLIERS;2;2;4;5;2;3;3;5;3;4;2;2;2;1;3;4;0;5;3;3;5;3;4;3;4;3;3;3;3;2;1;1;2;1;0;1;0;0;0;0
21018A311;PARC SCHUMAN;3;3;2;3;2;2;1;2;2;2;5;4;5;4;4;4;3;3;3;3;3;3;3;3;4;2;3;2;4;2;3;2;2;1;2;1;1;0;0;0
21018A33-;NEERVELD;2;3;2;3;3;2;2;2;2;3;4;4;4;3;3;3;4;3;3;3;3;3;3;2;3;2;4;3;4;3;3;2;2;1;2;1;1;0;1;0
21018A22-;DE BROQUEVILLE (AVENUE)-SUD;3;3;3;3;2;2;2;2;3;3;6;5;4;4;5;5;0;3;4;3;4;3;4;3;2;2;2;1;2;1;2;1;1;1;1;0;1;0;0;0
21018A512;QUARTIER DES PEINTRES;3;4;2;3;2;2;3;2;3;2;4;4;5;4;5;4;0;3;4;4;3;4;4;2;3;2;2;2;3;2;1;1;1;1;1;0;1;0;0;0
21018A031;ABELOOS;3;3;3;2;2;2;2;3;3;2;4;5;4;3;4;3;0;3;3;2;4;2;3;3;3;3;3;2;3;2;2;1;3;1;2;1;1;0;0;0
21018A04-;BEETEPUT;3;4;3;3;2;3;2;2;3;4;5;4;4;4;5;4;0;4;4;3;4;3;3;3;3;2;2;2;3;1;1;1;1;0;1;0;0;0;0;0
21018A02-;SLEGERS (AVENUE);3;2;2;3;3;3;2;3;3;2;4;4;3;3;4;4;0;3;4;4;4;4;4;2;3;2;3;2;2;2;1;1;1;1;2;1;1;0;0;0
21018A37-;COMMUNAUTES;3;2;3;3;2;2;3;4;2;3;5;3;5;5;5;2;0;3;3;4;5;2;4;3;1;3;1;1;1;1;1;1;2;1;4;0;4;1;2;1
21018A63-;CONSTELLATIONS;3;2;4;4;4;4;3;4;2;3;2;2;2;1;4;3;0;3;4;3;3;2;3;3;3;2;3;3;3;2;2;1;2;1;3;1;2;1;1;0
21018A05-;DRIES;3;3;3;4;2;3;2;3;3;3;4;4;3;3;4;3;0;4;3;4;4;3;4;3;4;3;3;2;3;2;1;1;1;1;1;1;0;1;0;0
21018A61-;HEYDENBERG-EST;4;3;3;3;3;3;3;2;3;2;4;3;4;3;3;4;0;4;4;4;3;2;3;3;3;3;3;3;2;2;2;1;1;1;1;0;0;0;0;0
21018A62-;HEYDENBERG-OUEST;3;3;3;3;3;2;2;3;2;2;4;4;5;5;4;3;3;4;4;3;3;4;3;2;2;2;3;2;2;2;2;1;2;1;1;0;1;0;0;0
21018A24-;LAMBEAU (AVENUE);2;3;3;2;2;2;3;2;4;3;5;5;3;3;3;3;4;3;4;4;3;3;4;3;3;3;3;2;2;2;1;1;1;1;1;1;0;0;0;0
21018A09-;RASANTE;3;2;2;2;2;2;2;2;2;2;2;3;1;2;3;2;0;2;3;5;2;2;5;3;1;3;3;3;4;3;3;3;2;1;4;3;1;0;1;0
21018A30-;SAINTE-FAMILLE;3;3;3;2;3;1;2;2;3;3;5;4;4;5;4;3;0;4;3;3;3;3;3;2;2;1;3;3;2;2;2;2;3;2;1;1;1;0;0;0
21018A643;DEUX MAISONS;2;3;3;2;4;3;4;4;4;4;3;2;2;2;3;2;0;2;4;3;5;3;4;3;3;2;4;3;4;2;2;1;2;1;1;1;1;0;0;0
21018A60-;ROODEBEEK PARC;2;3;2;2;2;3;2;2;3;3;2;5;4;5;4;4;0;4;2;4;3;4;2;3;2;3;2;3;2;1;1;1;2;0;3;1;5;1;2;0
21018A19-;STRUYCKBEKEN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21018A81-;KAPELLEVELD-SUD;1;2;3;3;4;4;4;5;4;5;2;2;1;1;2;2;0;2;3;2;3;2;6;4;4;3;4;3;4;3;2;1;2;1;1;1;1;0;0;0
21018A84-;KAPELLEVELD-NORD-EST;2;2;3;4;5;5;4;5;3;3;2;3;2;1;2;2;0;2;3;2;4;3;6;2;4;3;4;3;2;1;1;1;2;1;2;0;0;0;0;0
21018A00-;TOMBERG;3;3;3;3;2;2;1;1;2;2;5;4;5;4;4;4;0;4;3;3;3;3;3;2;3;2;2;2;3;2;2;1;2;1;2;1;1;0;0;0
21018A43-;ROODEBEEK;3;4;3;2;3;3;3;2;2;2;4;4;5;6;4;4;0;4;4;3;4;3;3;2;3;3;2;2;2;2;1;1;1;1;0;0;1;0;0;0
21018A41-;EUROPE;3;3;2;2;2;2;2;1;3;2;6;5;4;4;4;4;0;4;3;3;2;2;3;3;3;2;4;2;3;2;3;1;3;1;2;1;1;1;0;0
21018A42-;VERVLOESEM;3;3;2;3;2;2;2;2;2;2;4;4;5;4;4;4;0;4;2;2;3;3;4;2;4;2;4;2;4;2;2;1;3;2;2;1;1;0;1;0
21018A01-;SAINT-LAMBERT;3;4;2;3;2;4;3;3;4;3;4;4;4;4;5;4;0;5;5;3;3;3;3;3;2;3;2;2;2;1;1;1;1;0;1;0;0;0;0;0
21018A15-;LES SOURCES;3;4;4;2;3;3;1;1;3;0;3;4;4;4;6;4;0;5;2;4;3;4;5;3;3;3;3;4;2;2;0;1;0;0;1;0;0;0;0;0
21018A14-;CHANCELLERIE;2;4;3;3;3;4;3;3;2;3;2;3;2;3;2;2;0;2;4;3;4;3;5;3;4;3;3;2;3;3;2;1;2;0;1;0;1;0;0;0
21018A13-;GROOTVELD;4;3;5;4;6;6;4;6;2;3;2;2;4;3;4;3;0;3;4;3;3;2;3;1;3;3;1;2;1;1;1;1;2;1;1;1;0;0;0;0
21018A12-;STOCKEL (CHAUSSEE DE);3;3;3;3;3;4;3;2;2;2;3;3;3;3;4;4;0;4;4;4;5;4;3;3;3;2;2;2;2;1;1;1;2;1;1;0;1;0;1;0
21018A82-;MARIE LA MISERABLE;1;2;3;4;3;4;3;4;4;4;3;3;1;2;3;2;0;4;4;4;3;2;4;5;3;4;3;2;2;2;1;0;1;1;2;1;1;0;0;1
21018A83-;KLAKKEDELLE;2;2;4;4;2;2;2;3;3;3;3;2;3;3;4;3;0;4;3;4;3;2;3;3;5;3;3;3;2;3;2;1;2;1;2;1;1;0;0;0
21018A87-;SAINT-LUC;2;2;1;1;1;1;4;2;14;10;11;10;6;9;4;7;0;3;2;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
